STATE,LATITUDE,LONGITUDE,DATETIME,PR,RMAX,RMIN,SPH,SRAD,TMMN,TMMX,VS,BI,FM100,FM1000,ERC,ETR,PET,VPD
VA,38.5524999990803,-78.400555556,2018-06-09,8.6,100,51.6,0.01245,260.5,287.1,299.2,1.7,0,17.3,22.5,11,4.7,4.2,0.63
VA,38.5524999990803,-78.400555556,2018-06-10,11.1,100,64.8,0.01301,232.2,286,296.5,2.7,0,19.9,23,7,3.6,3.4,0.24
VA,38.5524999990803,-78.400555556,2018-06-11,8.5,100,78.3,0.00993,104.4,283.8,289.4,3.9,0,23.2,24,0,1.7,1.5,0.08
VA,38.5524999990803,-78.400555556,2018-06-12,0,78.9,54.5,0.00965,254.1,287.2,294.2,3.1,16,20.1,23.8,12,4.9,4.1,0.61
VA,38.5524999990803,-78.400555556,2018-06-13,0,91.2,51.6,0.01236,297.8,288.9,299.1,4.3,21,18.2,23.4,16,6.2,5.1,0.73
VA,38.5524999990803,-78.400555556,2018-06-14,0,96.2,40.1,0.00916,316.9,283.5,297.8,3.6,22,16.8,23.1,19,6.3,5.2,0.82
VA,38.5524999990803,-78.400555556,2018-06-15,0,78.8,31.9,0.00752,316.8,283.4,297.8,2.5,20,14.8,22.8,22,6.4,5.2,1.06
VA,38.5524999990803,-78.400555556,2018-06-16,0,64.4,35.1,0.00877,309.6,288.7,299,1.3,18,13,21.8,25,5.8,5.1,1.25
VA,38.5524999990803,-78.400555556,2018-06-17,0,86.5,49.1,0.0119,213.8,289.1,299.2,1.3,17,13,21,24,4.3,3.8,0.82
VA,38.5524999990803,-78.400555556,2018-06-18,0,87.5,44.8,0.01373,300.3,291.2,303,2.2,21,12.8,20.4,27,6.4,5.5,1.1
VA,38.5524999990803,-78.400555556,2018-06-19,16.7,88.1,47.9,0.01382,266.6,291.2,302.1,3.7,0,16,21.4,13,6.5,5.3,0.97
VA,38.5524999990803,-78.400555556,2018-06-20,19.6,94.3,65.4,0.01351,243.6,289.8,297,1.5,0,19,22.4,9,4.2,3.9,0.41
VA,38.5524999990803,-78.400555556,2018-06-21,58.4,100,58.1,0.01304,223.5,287.8,298.2,2.7,0,21.2,23.5,6,4.3,3.7,0.48
VA,38.5524999990803,-78.400555556,2018-06-22,6.9,79,61.9,0.00967,151,287.2,292.4,3.3,0,21.1,24.2,4,3.6,2.9,0.48
VA,38.9416099990775,-78.34173,2018-09-03,0,99.8,47.5,0.01613,249.4,293.3,305.3,1.8,17,17.8,21.5,20,5.2,4.5,1.06
VA,38.9416099990775,-78.34173,2018-09-04,0,100,48.5,0.01669,250.3,293.5,305.6,1.7,17,17.5,21.2,21,5.1,4.5,1.03
VA,38.9416099990775,-78.34173,2018-09-05,0,100,53.3,0.01741,253.5,293,304.9,2.7,20,17.4,21,21,5.3,4.5,0.79
VA,38.9416099990775,-78.34173,2018-09-06,0.7,100,48.8,0.01669,243.8,292.5,305.5,2.1,0,17.5,21,13,5.1,4.4,0.94
VA,38.9416099990775,-78.34173,2018-09-07,4.8,100,62.5,0.01627,222.7,292.4,301.3,2.5,0,18.7,21.1,11,4.1,3.6,0.48
VA,38.9416099990775,-78.34173,2018-09-08,29,100,87.8,0.01355,133.5,285.3,293.2,5,0,22.6,22.3,4,1.3,1.4,0
VA,38.9416099990775,-78.34173,2018-09-09,42.1,100,86.1,0.01007,72.9,285.6,288.8,5.6,0,24.9,23.6,1,1,0.9,0.04
VA,38.9416099990775,-78.34173,2018-09-10,5.1,100,93.7,0.01319,140,288.2,291.8,4,0,26,24.1,0,1.5,1.5,0
VA,38.9416099990775,-78.34173,2018-09-11,0.5,100,97.7,0.01534,167.7,290.7,293.6,2,1,26.1,24.4,0,2.1,2.2,0
VA,38.9416099990775,-78.34173,2018-09-12,1,100,83.1,0.0158,205.5,291.7,296.5,2.5,0,25.3,24.6,0,2.7,2.7,0.03
VA,38.9416099990775,-78.34173,2018-09-13,1.6,94.2,73.7,0.01569,206.5,293.8,298.2,4.3,0,23.5,24.7,2,3.7,3.2,0.35
VA,38.9416099990775,-78.34173,2018-09-14,1.5,93.3,79.5,0.01499,182.3,293.2,296.3,4.2,0,22.5,24.5,2,3.1,2.7,0.25
VA,38.9416099990775,-78.34173,2018-09-15,0.4,100,74.6,0.0144,167.3,291.3,296.6,3.4,13,21.8,24.1,9,2.8,2.5,0.23
VA,38.9416099990775,-78.34173,2018-09-16,9.2,98,77.4,0.01489,181,292.3,296.6,3.8,0,23.3,24.6,1,2.9,2.6,0.22
VA,38.9416099990775,-78.34173,2018-09-17,23.6,86.5,64,0.01407,112.3,293.4,298.5,5.2,0,23.9,25.4,1,4,2.9,0.61
VA,38.9416099990775,-78.34173,2018-09-18,2.4,100,57.6,0.01377,132,289.8,299.7,3.5,0,22.6,25.3,2,3.4,2.7,0.53
VA,38.9416099990775,-78.34173,2018-09-19,0,100,51.1,0.01355,222.5,289.7,301.2,3.6,16,21.1,25.2,11,4.8,3.8,0.72
VA,38.9416099990775,-78.34173,2018-09-20,0,100,60.1,0.01507,227.4,290.1,300.6,3.5,16,20.2,25.1,11,4,3.5,0.44
VA,38.9416099990775,-78.34173,2018-09-21,1.2,99.7,64.7,0.01563,217.4,292.8,300.1,6.1,0,19.9,25,4,4.5,3.6,0.48
VA,38.9416099990775,-78.34173,2018-09-22,9.9,100,74,0.01219,189.9,285.9,294,3.7,0,22.2,25.6,1,2.1,2.1,0.06
VA,38.9416099990775,-78.34173,2018-09-23,15.9,100,95.5,0.0108,65.1,285.9,288.4,3.2,0,25.3,26.4,0,0.8,0.8,0
VA,38.9416099990775,-78.34173,2018-09-24,7,100,92.7,0.01202,50.8,287.9,290.5,4.5,0,25.7,26.6,0,0.6,0.6,0
VA,38.9416099990775,-78.34173,2018-09-25,1,100,74,0.01438,120.5,289.2,296.7,4.4,0,24.4,26.6,0,1.9,1.7,0.12
VA,38.9416099990775,-78.34173,2018-09-26,3.5,100,55.8,0.01437,196.5,288,300.9,4.5,0,23.2,26.8,0,3.9,3.2,0.46
VA,38.9416099990775,-78.34173,2018-09-27,50.2,100,89.5,0.01071,57.9,284.9,289.2,2.8,0,25.8,28.1,0,0.7,0.7,0
VA,38.9416099990775,-78.34173,2018-09-28,0.3,100,53.7,0.01134,214.1,285.1,297.5,2.3,8,23.6,27.9,4,3.4,2.9,0.45
VA,38.9416099990775,-78.34173,2018-09-29,0,100,50.2,0.0102,192.2,284.6,296.7,2.3,11,21.9,27.3,7,3.3,2.7,0.54
VA,38.9416099990775,-78.34173,2018-09-30,0,100,56.9,0.01076,148.6,286.4,295.8,3.1,12,20.9,26.5,8,3,2.4,0.46
VA,38.9416099990775,-78.34173,2018-10-01,0,100,50.4,0.01275,209.7,288.2,300.7,2.7,14,20,25.9,11,4.1,3.3,0.71
VA,38.9416099990775,-78.34173,2018-10-02,0,100,56.1,0.01315,191.9,289.6,299.6,4.3,17,19.5,25.7,11,4.2,3.3,0.61
VA,38.9416099990775,-78.34173,2018-10-03,0,96.9,46.2,0.01232,204.9,289.5,301.4,2.5,15,18.9,25.5,13,4.4,3.5,0.93
VA,38.9416099990775,-78.34173,2018-10-04,1.2,100,48.6,0.01357,201.3,289.4,302.3,3.4,0,18.9,25.2,6,4.7,3.6,0.83
VA,38.9416099990775,-78.34173,2018-10-05,0,95.4,70.3,0.01259,183.5,290.1,295.5,3.3,15,19.1,25,11,3,2.5,0.35
VA,38.9416099990775,-78.34173,2018-10-06,0,100,60.1,0.01391,192,290.1,299.5,3.5,16,19.2,24.7,12,3.7,3,0.51
VA,38.9416099990775,-78.34173,2018-10-07,0,100,53.8,0.01494,187.9,290.8,302.4,2.5,15,18.9,24.1,14,3.8,3.2,0.71
VA,38.9416099990775,-78.34173,2018-10-08,0,100,61.9,0.01543,172.1,290.9,300.8,4,18,18.9,23.7,14,3.5,2.8,0.46
VA,38.9416099990775,-78.34173,2018-10-09,0,100,65.1,0.01452,191.8,290.9,299,4.5,20,19,23.6,14,3.5,2.9,0.41
VA,38.9416099990775,-78.34173,2018-10-10,2.6,96.5,66.5,0.01461,159.6,292.3,298.8,4.7,0,19.7,23.8,6,3.5,2.8,0.47
VA,38.9416099990775,-78.34173,2018-10-11,12.5,100,70.2,0.01361,106.4,282.9,296.8,4.9,0,22.4,24.7,2,1,1,0
VA,38.9416099990775,-78.34173,2018-10-12,2.2,88.5,50.3,0.00615,194.4,280.3,288.9,5.6,0,20.7,24.6,5,3.7,2.6,0.44
VA,38.9416099990775,-78.34173,2018-10-13,0,96.1,55,0.00555,126.6,277.6,286.1,3,15,20.2,24.3,11,2.1,1.6,0.3
VA,38.9416099990775,-78.34173,2018-10-14,2.5,94.8,64.6,0.00633,76.2,279.7,285.9,3.6,0,20.4,24.2,5,1.8,1.3,0.23
VA,38.9416099990775,-78.34173,2018-10-15,0.8,100,65,0.01023,106.8,283.1,293.3,6.4,0,20.4,24,5,2,1.6,0.19
VA,38.9416099990775,-78.34173,2018-10-16,0,93.7,53,0.00665,168.4,280.6,289.4,2.8,15,20.1,24,12,2.6,2,0.4
VA,38.9416099990775,-78.34173,2018-10-17,0,82.5,37.7,0.00514,186.5,278.7,290,5.9,25,18.7,23.7,16,4.6,3.1,0.61
VA,38.9416099990775,-78.34173,2018-10-18,0,94.5,36.1,0.004,155.4,273.2,286.7,3.5,20,18.2,23.1,17,3,2.1,0.46
VA,38.9416099990775,-78.34173,2018-10-19,0,100,37.2,0.00531,180.1,273.9,290.7,4.7,23,18.3,23,18,3.7,2.5,0.5
VA,38.9416099990775,-78.34173,2018-10-20,1.8,100,49.9,0.00668,148,279.2,290.3,6.4,0,18.8,22.9,9,3.4,2.3,0.4
VA,38.9416099990775,-78.34173,2018-10-21,0,100,50.9,0.00375,151.3,271,281.3,6.8,26,19,22.6,16,2.2,1.5,0.22
VA,38.9416099990775,-78.34173,2018-10-22,0,100,33.8,0.00404,176.2,272.4,287.7,4.5,23,18.8,22.4,19,3.5,2.4,0.49
VA,38.9416099990775,-78.34173,2018-10-23,0,86.4,26.6,0.0044,176.2,275.8,292.1,4.6,26,16.7,22,22,4.9,3.2,0.78
VA,38.9416099990775,-78.34173,2018-10-24,0,100,43,0.00418,141.8,271.5,285.1,5.9,27,17.4,22,19,2.8,1.9,0.32
VA,38.9416099990775,-78.34173,2018-10-25,0,100,45.3,0.00404,169.5,271.7,283.9,2,17,17.7,21.6,20,1.8,1.4,0.29
VA,38.9416099990775,-78.34173,2018-10-26,25.4,100,85.1,0.00547,77.9,275.6,280,4.7,0,21.9,22.8,4,0.5,0.5,0
VA,38.9416099990775,-78.34173,2018-10-27,2.2,87.2,71.8,0.0057,69,279.4,282.9,4.3,0,21.3,22.8,6,1.6,1.1,0.19
VA,38.9416099990775,-78.34173,2018-10-28,1.2,81.5,59.3,0.00586,110.2,280.8,285.9,5.1,0,19.7,22.5,8,2.6,1.8,0.35
VA,38.9416099990775,-78.34173,2018-10-29,0,100,54.8,0.00501,122.6,275.4,284.6,6,25,19.4,22.4,16,2.3,1.6,0.25
VA,38.9416099990775,-78.34173,2018-10-30,0,100,38.7,0.00509,149,275.7,289.5,3,19,18.8,22.4,18,2.8,2,0.5
VA,38.9416099990775,-78.34173,2018-10-31,0,100,41.8,0.00732,155.6,278.4,294.2,4.5,23,18.7,22.3,18,3.6,2.4,0.55
VA,38.9416099990775,-78.34173,2018-11-01,0.7,81.5,49.5,0.00896,140.5,287.2,295.4,7.1,0,17.4,21.9,12,5.1,3.4,0.75
VA,38.9416099990775,-78.34173,2018-11-02,23.2,100,69.8,0.00975,93.2,279.3,291.7,5.6,0,20.9,22.7,7,0.8,0.7,0.02
VA,38.9416099990775,-78.34173,2018-11-03,0,100,53.1,0.00457,137.3,272.8,283.9,5.6,23,20.7,22.6,15,2.1,1.4,0.23
VA,38.9416099990775,-78.34173,2018-11-04,8.4,100,45.5,0.00442,146.7,273.3,285.5,3.7,0,22.1,23.2,6,2.3,1.6,0.34
VA,38.9416099990775,-78.34173,2018-11-05,10.5,85.3,75.1,0.00615,67.9,280.8,283.6,2.4,0,23,24,3,1.3,1,0.2
VA,38.9416099990775,-78.34173,2018-11-06,11.2,100,69.9,0.00765,77.5,279.1,287.9,6.2,0,24.5,25.1,1,1.2,0.9,0.11
VA,38.9416099990775,-78.34173,2018-11-07,0,88.7,45.3,0.00496,101.1,277.1,287.3,3.4,15,21.3,24.9,11,2.5,1.7,0.44
VA,38.9416099990775,-78.34173,2018-11-08,1.4,77.8,45.2,0.0042,124.9,276.6,284.8,3.2,0,18.9,24.6,6,2.4,1.6,0.42
VA,38.9416099990775,-78.34173,2018-11-09,13.3,100,78.5,0.00512,38.7,275.4,280.3,3.1,0,22.7,25.2,0,0.6,0.5,0.07
VA,38.9416099990775,-78.34173,2018-11-10,0,91.2,47.4,0.0026,111.4,267.8,277.2,6.3,21,20.7,25,11,1.9,1.3,0.21
VA,38.9416099990775,-78.34173,2018-11-11,0,78.4,35.6,0.00234,138.7,268.4,279.3,2.5,16,18.1,24.4,16,1.8,1.2,0.32
VA,38.9416099990775,-78.34173,2018-11-12,18,89,57.2,0.00367,100.5,272.8,279.7,3,0,20.7,25.1,4,1.4,1,0.21
VA,38.9416099990775,-78.34173,2018-11-13,0,96.4,70,0.00418,40.8,273.5,278.9,4.9,15,20.7,24.9,8,1.1,0.7,0.12
VA,38.9416099990775,-78.34173,2018-11-14,5.8,57.3,38.6,0.00231,124.1,272.5,278.1,4.5,0,19,25.1,6,2.6,1.7,0.37
VA,38.9416099990775,-78.34173,2018-11-15,30.4,73.9,57.2,0.00269,37.5,271.1,275.3,6.3,0,20.5,26.1,2,1.8,1.1,0.2
VA,38.9416099990775,-78.34173,2018-11-16,0,74,45.8,0.00294,129.4,272.3,279.4,5.4,22,17.8,24.9,14,2.4,1.6,0.3
VA,36.7500819990952,-75.972455,2018-11-02,8.2,100,59,0.01128,107.9,287.2,297,6,0,18.2,19.8,14,3.2,2.2,0.44
VA,36.7500819990952,-75.972455,2018-11-03,0,100,46.6,0.00616,176.5,279.6,290.6,5.8,30,18.5,19.7,23,3.6,2.5,0.48
VA,36.7500819990952,-75.972455,2018-11-04,6.5,73.6,48.6,0.0069,143.3,286.3,291.8,6.8,0,18.2,20,14,5,3.3,0.71
VA,36.7500819990952,-75.972455,2018-11-05,1.6,89.7,63.2,0.01043,88.2,289.5,294.7,4.1,0,17.6,20,14,2.9,2,0.52
VA,36.7500819990952,-75.972455,2018-11-06,6.1,100,45.4,0.01085,127.2,285.3,300.2,4.1,0,19,20.4,13,3.9,2.7,0.73
VA,36.7500819990952,-75.972455,2018-11-07,1.4,83.2,48.5,0.00785,167.8,286.3,293.9,3.1,0,17.7,20.4,14,3.4,2.4,0.7
VA,36.7500819990952,-75.972455,2018-11-08,0,80.6,56.2,0.00731,93.4,285.7,290.7,7.3,33,16.3,20.1,22,4,2.6,0.54
VA,36.7500819990952,-75.972455,2018-11-09,2.1,100,61.7,0.00896,56.4,283.9,292.6,6.6,0,17.8,19.9,14,2.4,1.6,0.32
VA,36.7500819990952,-75.972455,2018-11-10,0,100,52.8,0.00487,133.6,276.3,285.3,7.4,33,18.4,19.9,22,2.7,1.8,0.3
VA,36.7500819990952,-75.972455,2018-11-11,0,96.4,56.5,0.00414,128.3,274.6,282,4.2,24,18.4,19.8,21,1.8,1.3,0.23
VA,36.7500819990952,-75.972455,2018-11-12,27.3,87.1,41.2,0.00621,82.5,282,292.4,4.7,0,20.6,20.9,11,3.9,2.5,0.67
VA,36.7500819990952,-75.972455,2018-11-13,3.8,100,58.8,0.00811,31,281,291.7,5.6,0,21.1,21.1,10,1.9,1.2,0.28
VA,36.7500819990952,-75.972455,2018-11-14,0.7,74.7,57.8,0.00443,78.2,279.4,282.7,8.8,0,18.5,21,12,3.2,2,0.35
VA,36.7500819990952,-75.972455,2018-11-15,34.9,100,54,0.00756,27.6,277.5,291.8,11.1,0,21.6,22.2,8,2.4,1.5,0.26
VA,36.7500819990952,-75.972455,2018-11-16,0,100,43.9,0.00437,157,274.7,286.1,6.8,28,21,21.9,17,3.2,2.1,0.38
VA,36.7500819990952,-75.972455,2018-11-17,0,99.2,51.8,0.00442,154.6,275.1,284.1,3.7,21,20.4,21.9,17,2,1.4,0.29
VA,36.7500819990952,-75.972455,2018-11-18,0,100,58.4,0.00576,138.2,276.2,286.5,3,18,20.3,21.9,16,1.5,1.1,0.21
VA,36.7500819990952,-75.972455,2018-11-19,3,91.8,71,0.00656,78.7,282,285.8,3.1,0,20.3,21.8,8,1.5,1.1,0.23
VA,36.7500819990952,-75.972455,2018-11-20,0,100,49.2,0.00602,130.4,273.9,289.5,5,24,20.1,21.7,17,2.1,1.5,0.27
VA,36.7500819990952,-75.972455,2018-11-21,0,79.9,38.5,0.00378,151.3,276.1,285.6,4.3,25,18,21.6,20,3.1,2,0.49
VA,36.7500819990952,-75.972455,2018-11-22,0,92.8,56.6,0.00335,102.9,272.2,278.9,7.1,29,17.8,21.2,18,1.9,1.2,0.2
VA,36.7500819990952,-75.972455,2018-11-23,0,93.2,39.8,0.00391,82.2,274.3,285.7,5.9,29,17.5,20.9,21,3.2,2,0.42
VA,36.7500819990952,-75.972455,2018-11-24,39.7,100,62.1,0.00717,65.1,278.2,289,7.1,0,21,22.1,8,1.6,1.1,0.17
VA,36.7500819990952,-75.972455,2018-11-25,0,94,46.2,0.00552,143.1,279.1,289,3.5,21,19.8,21.9,18,2.6,1.7,0.47
VA,36.7500819990952,-75.972455,2018-11-26,1.1,100,47.2,0.00651,57.6,275.7,291.3,5.9,0,19.9,21.8,10,2.6,1.7,0.35
VA,36.7500819990952,-75.972455,2018-11-27,0,92.1,43.7,0.00342,137.9,272.6,282.5,6.5,30,18.7,21.5,19,2.7,1.7,0.33
VA,36.7500819990952,-75.972455,2018-11-28,0,77.4,45.9,0.00273,136.5,272,278.6,8.1,35,16.9,21.4,21,2.7,1.7,0.29
VA,36.7500819990952,-75.972455,2018-11-29,0,75.7,41.4,0.00293,136.9,273.3,280.9,5.4,29,15.6,21,23,2.7,1.7,0.36
VA,36.7500819990952,-75.972455,2018-11-30,1.3,70.6,47.9,0.00459,38,280.8,285.7,3.3,0,14.6,20.6,16,2.6,1.6,0.5
VA,36.7500819990952,-75.972455,2018-12-01,3.4,81.5,48,0.00603,56.6,282.6,289.9,3.9,0,15,20.2,16,3,1.9,0.56
VA,36.7500819990952,-75.972455,2018-12-02,0,76.9,51.4,0.00834,89.8,288.5,294.1,5.3,30,14.2,20,25,4.2,2.7,0.76
VA,36.7500819990952,-75.972455,2018-12-03,0,100,39.6,0.00666,89.3,279.8,294.1,3.1,23,15.7,19.8,25,2.9,1.9,0.65
VA,36.7500819990952,-75.972455,2018-12-04,0,73.8,47.6,0.00363,98,276.7,282.3,5.3,30,14.6,19.4,26,2.8,1.8,0.38
VA,36.7500819990952,-75.972455,2018-12-05,1.2,85.3,45.3,0.00281,79.2,271,279.2,4.3,0,14.9,19.5,17,2,1.3,0.27
VA,36.7500819990952,-75.972455,2018-12-06,0,70.1,38,0.00257,135.2,272.6,280.1,4.9,32,13.8,19.1,29,2.7,1.7,0.38
VA,36.7500819990952,-75.972455,2018-12-07,0,73.6,38.9,0.00297,121.7,273.9,281.9,4.5,31,13.3,18.8,30,2.7,1.7,0.4
VA,36.7500819990952,-75.972455,2018-12-08,0,59.7,43.4,0.0028,111.5,276.2,279.7,4.7,32,12.4,18.2,31,2.8,1.8,0.41
VA,36.7500819990952,-75.972455,2018-12-09,33.3,86.9,67.9,0.00437,37.5,276.9,280.4,11.2,0,16.9,19.4,15,2,1.3,0.2
VA,36.7500819990952,-75.972455,2018-12-10,3.4,84.9,75.8,0.00392,41.5,275.7,277.4,9.6,0,17.7,19.4,14,1.5,1,0.14
VA,36.7500819990952,-75.972455,2018-12-11,0,96.9,50.1,0.00338,115.3,271.7,280.6,5.6,29,18.2,19.5,23,2,1.3,0.24
VA,36.7500819990952,-75.972455,2018-12-12,0,86.6,41.2,0.00305,129.1,271.9,281.6,3.2,24,17.1,19.4,25,2,1.3,0.34
VA,36.7500819990952,-75.972455,2018-12-13,0,99.7,42.3,0.00411,125.4,274,285.7,2,19,17.9,19.5,24,1.6,1.1,0.38
VA,36.7500819990952,-75.972455,2018-12-14,23.2,100,48.8,0.00589,70.7,276.7,289.3,4,0,21.2,20.8,10,2.2,1.4,0.35
VA,36.7500819990952,-75.972455,2018-12-15,5.4,100,53.6,0.00745,38.5,282.4,291.7,2.1,0,21.5,21.1,10,1.7,1.2,0.44
VA,36.7500819990952,-75.972455,2018-12-16,0.3,100,61.8,0.00563,49.3,277,285.4,4.5,21,21.3,20.9,16,1.5,1,0.2
VA,36.7500819990952,-75.972455,2018-12-17,0,84.4,38.3,0.00445,130.1,277.6,288.2,4.1,25,19.4,20.6,21,3.1,2,0.55
VA,36.7500819990952,-75.972455,2018-12-18,0,91.4,40,0.00302,122.3,271,281.8,5.1,27,18.5,20.5,21,2.5,1.5,0.33
VA,36.7500819990952,-75.972455,2018-12-19,0,99,42.8,0.00361,125.9,272.3,283.6,2.2,19,18.9,20.7,21,1.6,1,0.33
VA,36.7500819990952,-75.972455,2018-12-20,18,82.6,41.6,0.00649,31.8,283.5,293,5.4,0,20.6,21.8,10,4.2,2.6,0.73
VA,36.7500819990952,-75.972455,2018-12-21,2,100,45.3,0.00716,89.9,281.1,293.4,5.7,0,20.7,21.6,10,3.6,2.3,0.56
VA,36.7500819990952,-75.972455,2018-12-22,0,100,38,0.0042,127.3,273.6,287.4,5.1,26,20.3,21.5,19,3,1.9,0.45
VA,36.7500819990952,-75.972455,2018-12-23,0,92,45.2,0.00389,129.5,274.4,284,2.1,18,19.4,21.2,19,1.6,1.1,0.35
VA,36.7500819990952,-75.972455,2018-12-24,0,100,40.8,0.00376,129.5,272.5,284.8,4.5,25,19.5,21.2,20,2.5,1.6,0.37
VA,36.7500819990952,-75.972455,2018-12-25,0,80.5,39.9,0.00293,80.9,272.4,281.4,3.2,21,17.8,21,20,2.1,1.3,0.36
VA,36.7500819990952,-75.972455,2018-12-26,0,81.9,39.1,0.00296,130.7,272.3,281.8,3.3,23,16.7,20.9,23,2.1,1.4,0.37
VA,36.7500819990952,-75.972455,2018-12-27,0,84.7,35.7,0.00456,110.3,277.9,289.5,4.8,28,17,20.6,23,3.8,2.3,0.62
VA,36.7500819990952,-75.972455,2018-12-28,15.1,77.4,46.3,0.00762,52.1,287,294.1,6.6,0,18.9,21.2,12,5,3.1,0.79
VA,36.7500819990952,-75.972455,2018-12-29,0,91,42.4,0.00608,126.3,281,291.7,3.6,22,18.2,21,20,3.1,2,0.61
VA,36.7500819990952,-75.972455,2018-12-30,0,90.8,62.6,0.00515,60.1,278.6,283.9,2.9,19,18.1,20.8,18,1.5,1,0.26
VA,36.7500819990952,-75.972455,2018-12-31,2,100,66.3,0.00532,60.1,274.6,283.6,1.9,0,16.4,20.6,15,0.7,0.6,0.11
MD,39.3253699990749,-77.72557,2018-12-24,0,98.5,51.2,0.00319,89.3,270.2,279.4,4.7,19,21.4,23.3,13,1.6,1,0.21
MD,39.3253699990749,-77.72557,2018-12-25,0,97.5,52.9,0.00266,79.2,267.9,276.4,2.3,14,21.3,23.4,12,0.9,0.6,0.17
MD,39.3253699990749,-77.72557,2018-12-26,0,100,37.5,0.00286,71.2,268.2,281.8,1.9,14,20.8,23.6,14,1.4,0.9,0.32
MD,39.3253699990749,-77.72557,2018-12-27,21.4,100,41.7,0.00338,96.8,269.4,282.9,3.5,0,23.2,24.4,4,1.8,1.1,0.3
MD,39.3253699990749,-77.72557,2018-12-28,6.7,100,77.5,0.00663,35.8,277.3,284.6,4.1,0,24.3,24.7,0,0.5,0.4,0.03
MD,39.3253699990749,-77.72557,2018-12-29,0,100,54.3,0.0043,103.5,272.4,283,4.4,16,23.2,24.3,10,1.5,1,0.21
MD,39.3253699990749,-77.72557,2018-12-30,0,95.9,49.1,0.00367,86.2,272.5,282,2,12,22.3,24.2,11,1.2,0.8,0.27
MD,39.3253699990749,-77.72557,2018-12-31,15.6,100,66.3,0.00373,86.2,269.1,278.3,1.7,0,22.9,25.1,3,0.5,0.4,0.07
VA,37.8434699990857,-79.6446299999999,2018-01-01,0,64.6,32.3,7.4e-4,104.3,255.8,264.3,5.5,40,12,14.8,40,1.2,0.8,0.13
VA,37.8434699990857,-79.6446299999999,2018-01-02,0,68.6,23.3,7.8e-4,120.8,255.7,268.5,3,32,11.6,14.6,43,1.3,0.8,0.18
VA,37.8434699990857,-79.6446299999999,2018-01-03,0,53.6,21.7,8.3e-4,106.8,259.5,270.1,2.1,28,10.9,14.3,45,1.2,0.8,0.23
VA,37.8434699990857,-79.6446299999999,2018-01-04,0,59.8,44.1,9.2e-4,116.8,259.4,263.6,10.3,59,10.8,14.3,42,1.4,0.9,0.12
VA,37.8434699990857,-79.6446299999999,2018-01-05,0,51.9,39.4,7.1e-4,119.8,258,261.6,7.6,50,10.4,14.1,44,1.3,0.8,0.12
VA,37.8434699990857,-79.6446299999999,2018-01-06,0,57.4,36,6.4e-4,124.6,255.5,261.3,5,41,10.4,13.7,45,1,0.6,0.1
VA,37.8434699990857,-79.6446299999999,2018-01-07,0,46.8,10.7,5.8e-4,108.3,256.8,272.3,2.5,33,9.9,13.4,49,1.7,1.1,0.29
VA,37.8434699990857,-79.6446299999999,2018-01-08,1.8,80.3,43.6,0.00235,61.4,267.6,276.2,3.2,0,12.1,13.7,31,1.5,1,0.23
VA,37.8434699990857,-79.6446299999999,2018-01-09,0,86.8,53.3,0.0037,86.5,272.7,280.1,2.9,27,14.6,13.9,36,1.5,1,0.24
VA,37.8434699990857,-79.6446299999999,2018-01-10,0,78.7,54.7,0.00395,81.9,275,280.7,3.2,28,14.8,14,36,1.7,1.1,0.28
VA,37.8434699990857,-79.6446299999999,2018-01-11,11.4,100,61.2,0.0065,56.1,278.2,286.6,3.5,0,18.9,15.4,21,1.5,1.1,0.23
VA,37.8434699990857,-79.6446299999999,2018-01-12,23.1,100,80.1,0.00903,49.5,268.6,287.8,6.2,0,22.4,17,14,0.3,0.3,0
VA,37.8434699990857,-79.6446299999999,2018-01-13,0,100,78.6,0.00237,103.1,260.7,269,7.5,31,22.7,17.2,20,0.1,0.2,0
VA,37.8434699990857,-79.6446299999999,2018-01-14,0,67.2,32.7,0.00106,130.3,259.7,268.8,3,25,19,17.1,28,1.2,0.8,0.17
VA,37.8434699990857,-79.6446299999999,2018-01-15,0,73.6,27.1,0.00121,110.3,260.2,272.7,1.9,22,16.8,17,31,1.2,0.8,0.23
VA,37.8434699990857,-79.6446299999999,2018-01-16,3.2,100,44.3,0.00233,54,264.4,275.9,1.9,0,18.1,17.4,18,1,0.7,0.18
VA,37.8434699990857,-79.6446299999999,2018-01-17,0.3,100,72.4,0.00202,53.1,259.6,267.9,4.6,23,19.8,17.8,20,0.3,0.2,0.01
VA,37.8434699990857,-79.6446299999999,2018-01-18,0,68,23.6,0.00121,131,261.2,274.3,6.6,39,16.9,17.4,31,2.6,1.6,0.27
VA,37.8434699990857,-79.6446299999999,2018-01-19,0,41.6,16,0.00136,131.9,269.2,280.2,5,37,13.9,16.7,36,3.8,2.3,0.53
VA,37.8434699990857,-79.6446299999999,2018-01-20,0,54.3,28.1,0.00283,130.1,275.6,284.4,5.2,38,12.3,16.3,38,4.1,2.6,0.61
VA,37.8434699990857,-79.6446299999999,2018-01-21,0,85.2,53.6,0.00543,114.6,278.4,285.7,3.6,28,14.6,16.6,31,2.2,1.5,0.36
VA,37.8434699990857,-79.6446299999999,2018-01-22,6.5,81.8,50,0.00578,124.1,279.9,287.6,5.3,0,16.8,17.3,20,3.1,2,0.45
